UNITID,CAMPUSID,PCINSTNM,PCADDR,PCCITY,PCSTABBR,PCZIP,PCFIPS,PCOBEREG,PCCHFNM,PCCHFTITLE,PCGENTELE,PCEIN,PCDUNS,PCOPEID,PCOPEFLAG,OLDUNITID,PCWEBADDR,PCADMINURL,PCFAIDURL,PCAPPLURL,PCNPRICURL,PCVETURL,PCATHURL,PCDISAURL,PCSECTOR,PCICLEVEL,PCCONTROL,PCHLOFFER,PCUGOFFER,PCGROFFER,PCHDEGOFR1,PCDEGGRANT,PCHBCU,PCTRIBAL,PCLOCALE,PCOPENPUBL,PCACT,PCCYACTIVE,PCPOSTSEC,PCPSEFLAG,PCPSET4FLG,PCCBSA,PCCBSATYPE,PCCSA,PCNECTA,PCCOUNTYCD,PCCOUNTYNM,PCCNGDSTCD,PCLONGITUD,PCLATITUDE,PCLEVEL1,PCLEVEL1A,PCLEVEL1B,PCLEVEL2,PCLEVEL3,PCLEVEL4,PCLEVEL5,PCLEVEL6,PCLEVEL7,PCLEVEL8,PCLEVEL17,PCLEVEL18,PCLEVEL19,PCFT_FTUG,PCALLONCAM,XPCAPPLFEE,PCAPPLFEEU,PCROOM,XPCCHG1AT0,PCCHG1AT0,XPCCHG1AF0,PCCHG1AF0,XPCCHG1AY0,PCCHG1AY0,XPCCHG1AT1,PCCHG1AT1,XPCCHG1AF1,PCCHG1AF1,XPCCHG1AY1,PCCHG1AY1,XPCCHG1AT2,PCCHG1AT2,XPCCHG1AF2,PCCHG1AF2,XPCCHG1AY2,PCCHG1AY2,XPCCHG1AT3,PCCHG1AT3,XPCCHG1AF3,PCCHG1AF3,XPCCHG1AY3,PCCHG1AY3,PCCHG1TGTD,PCCHG1FGTD,XPCCHG2AT0,PCCHG2AT0,XPCCHG2AF0,PCCHG2AF0,XPCCHG2AY0,PCCHG2AY0,XPCCHG2AT1,PCCHG2AT1,XPCCHG2AF1,PCCHG2AF1,XPCCHG2AY1,PCCHG2AY1,XPCCHG2AT2,PCCHG2AT2,XPCCHG2AF2,PCCHG2AF2,XPCCHG2AY2,PCCHG2AY2,XPCCHG2AT3,PCCHG2AT3,XPCCHG2AF3,PCCHG2AF3,XPCCHG2AY3,PCCHG2AY3,PCCHG2TGTD,PCCHG2FGTD,XPCCHG3AT0,PCCHG3AT0,XPCCHG3AF0,PCCHG3AF0,XPCCHG3AY0,PCCHG3AY0,XPCCHG3AT1,PCCHG3AT1,XPCCHG3AF1,PCCHG3AF1,XPCCHG3AY1,PCCHG3AY1,XPCCHG3AT2,PCCHG3AT2,XPCCHG3AF2,PCCHG3AF2,XPCCHG3AY2,PCCHG3AY2,XPCCHG3AT3,PCCHG3AT3,XPCCHG3AF3,PCCHG3AF3,XPCCHG3AY3,PCCHG3AY3,PCCHG3TGTD,PCCHG3FGTD,XPCCHG4AY0,PCCHG4AY0,XPCCHG4AY1,PCCHG4AY1,XPCCHG4AY2,PCCHG4AY2,XPCCHG4AY3,PCCHG4AY3,XPCCHG5AY0,PCCHG5AY0,XPCCHG5AY1,PCCHG5AY1,XPCCHG5AY2,PCCHG5AY2,XPCCHG5AY3,PCCHG5AY3,XPCCHG6AY0,PCCHG6AY0,XPCCHG6AY1,PCCHG6AY1,XPCCHG6AY2,PCCHG6AY2,XPCCHG6AY3,PCCHG6AY3,XPCCHG7AY0,PCCHG7AY0,XPCCHG7AY1,PCCHG7AY1,XPCCHG7AY2,PCCHG7AY2,XPCCHG7AY3,PCCHG7AY3,XPCCHG8AY0,PCCHG8AY0,XPCCHG8AY1,PCCHG8AY1,XPCCHG8AY2,PCCHG8AY2,XPCCHG8AY3,PCCHG8AY3,XPCCHG9AY0,PCCHG9AY0,XPCCHG9AY1,PCCHG9AY1,XPCCHG9AY2,PCCHG9AY2,XPCCHG9AY3,PCCHG9AY3,PCCIPCODE1,XPCCIPLGT1,PCCIPLGTH1,PCPRGMSR1,XPCMTHCMP1,PCMTHCMP1,XPCWKCMP1,PCWKCMP1,XPCLNAYHR1,PCLNAYHR1,XPCLNAYWK1,PCLNAYWK1,XPCCHG1PY0,PCCHG1PY0,XPCCHG1PY1,PCCHG1PY1,XPCCHG1PY2,PCCHG1PY2,XPCCHG1PY3,PCCHG1PY3,XPCCHG4PY0,PCCHG4PY0,XPCCHG4PY1,PCCHG4PY1,XPCCHG4PY2,PCCHG4PY2,XPCCHG4PY3,PCCHG4PY3,XPCCHG5PY0,PCCHG5PY0,XPCCHG5PY1,PCCHG5PY1,XPCCHG5PY2,PCCHG5PY2,XPCCHG5PY3,PCCHG5PY3,XPCCHG6PY0,PCCHG6PY0,XPCCHG6PY1,PCCHG6PY1,XPCCHG6PY2,PCCHG6PY2,XPCCHG6PY3,PCCHG6PY3,XPCCHG7PY0,PCCHG7PY0,XPCCHG7PY1,PCCHG7PY1,XPCCHG7PY2,PCCHG7PY2,XPCCHG7PY3,PCCHG7PY3,XPCCHG8PY0,PCCHG8PY0,XPCCHG8PY1,PCCHG8PY1,XPCCHG8PY2,PCCHG8PY2,XPCCHG8PY3,PCCHG8PY3,XPCCHG9PY0,PCCHG9PY0,XPCCHG9PY1,PCCHG9PY1,XPCCHG9PY2,PCCHG9PY2,XPCCHG9PY3,PCCHG9PY3
130174,8,Porter and Chester Institute - Brockton,609 Belmont Street,Brockton,MA,02301-4928,25,1,James A. Bologa,President and CEO,8605292519,60852202, ,1077918,1,495989,https://www.porterchester.edu/,https://www.porterchester.edu/admissions/,https://www.porterchester.edu/financial-aid/,https://www.porterchester.edu/apply-online/,https://www.porterchester.edu/financial-aid/calculator/, , ,https://www.porterchester.edu/,9,3,3,2,1,2,0,2,2,2,21,1,A ,1,1,1,1,14460,1,148,71650,25023,Plymouth County,2508,-71.044832,42.072911,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,R,25,2,A,.,A,.,A,.,A,.,A,.,A,.,R,17590,R,0,R,17590,R,15555,R,220,R,15775,0,0,A,.,A,.,A,.,A,.,A,.,A,.,R,17590,R,0,R,17590,R,15555,R,220,R,15775,.,.,A,.,A,.,A,.,A,.,A,.,A,.,R,17590,R,0,R,17590,R,15555,R,220,R,15775,.,.,A,.,A,.,R,1750,R,2040,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,13005,R,11560,A,.,A,.,R,4113,R,3744,A,.,A,.,R,4113,R,3744,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
130174,9,Porter and Chester Institute - Chicopee,1984 Westover Road,Chicopee,MA,01022-1153,25,1,James A. Bologa,President/CEO,4134599760,60852205, ,1077907,1,467687,https://www.porterchester.edu/,https://www.porterchester.edu/admissions/,https://www.porterchester.edu/financial-aid/,https://www.porterchester.edu/apply-online/,https://www.porterchester.edu/financial-aid/calculator/, , ,https://www.porterchester.edu/,9,3,3,2,1,2,0,2,2,2,21,1,N ,1,1,1,1,44140,1,-2,78100,25013,Hampden County,2501,-72.561779,42.185931,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,R,25,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,15555,R,220,R,15775,0,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,15555,R,220,R,15775,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,15555,R,220,R,15775,.,.,A,.,A,.,A,.,R,2040,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11560,A,.,A,.,A,.,R,3744,A,.,A,.,A,.,R,3744,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
130907,1,Delaware Technical Community College-Owens,"Route 18, Seashore Highway PO Box 610",Georgetown,DE,19947,10,2,Bobbi Barends,Vice President,3028565400,516000279,933361693,1172702,1,130891,https://www.dtcc.edu/our-campuses/georgetown,www.dtcc.edu/admissions-financial-aid,www.dtcc.edu/admissions-financial-aid,www.dtcc.edu/admissions-financial-aid/apply,www.dtcc.edu/admissions-financial-aid/tuition-fees/net-price-calculator,www.dtcc.edu/student-resources/veterans-services, ,www.dtcc.edu/student-resources/learning-support/disability-services,1,1,1,5,1,2,30,1,2,2,31,1,A ,1,1,1,1,41540,1,480,-2,10005,Sussex County,1000,-75.406093,38.696677,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,R,0,2,R,4484,R,420,R,4904,R,4575,R,370,R,4945,R,4575,R,370,R,4945,R,4575,R,370,R,4945,.,.,R,4484,R,420,R,4904,R,4575,R,370,R,4945,R,4575,R,370,R,4945,R,4575,R,370,R,4945,.,.,R,11212,R,420,R,11632,R,11438,R,370,R,11808,R,11438,R,370,R,11808,R,11438,R,370,R,11808,.,.,R,1600,R,1600,R,1600,R,1600,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8400,R,8400,R,8400,R,8400,R,3746,R,3640,R,3640,R,3640,R,3746,R,3640,R,3640,R,3640,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
130907,2,Delaware Technical Community College-Stanton/Wilmi,333 N. Shipley Street,Wilmington,DE,19801,10,2,Dan Ehmann,Vice President,3025715300,516000279,933361693,1172703,1,130916,https://www.dtcc.edu/our-campuses/wilmington,www.dtcc.edu/admissions-financial-aid,www.dtcc.edu/admissions-financial-aid,www.dtcc.edu/admissions-financial-aid/apply,www.dtcc.edu/admissions-financial-aid/tuition-fees/net-price-calculator,www.dtcc.edu/student-resources/veterans-services, ,www.dtcc.edu/student-resources/learning-support/disability-services,1,1,1,5,1,2,30,1,2,2,13,1,A ,1,1,1,1,37980,1,428,-2,10003,New Castle County,1000,-75.552283,39.740508,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,R,0,2,R,4484,R,420,R,4904,R,4575,R,370,R,4945,R,4575,R,370,R,4945,R,4575,R,370,R,4945,.,.,R,4484,R,420,R,4904,R,4575,R,370,R,4945,R,4575,R,370,R,4945,R,4575,R,370,R,4945,.,.,R,11212,R,420,R,11632,R,11438,R,370,R,11808,R,11438,R,370,R,11808,R,11438,R,370,R,11808,.,.,R,1600,R,1600,R,1600,R,1600,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8400,R,8400,R,8400,R,8400,R,3746,R,3640,R,3640,R,3640,R,3746,R,3640,R,3640,R,3640,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
132471,1,Barry University Law School,6441 East Colonial Drive,Orlando,FL,32807-3673,12,5,"Michael Allen, PhD",President,3212065600, ,46033999,146601,1,463108,www.barry.edu/law/, , , ,www.barry.edu/netpricecalculator/, , , ,2,1,2,9,2,1,13,1,2,2,21,1,A ,1,1,1,1,36740,1,422,-2,12095,Orange County,1207,-81.3014,28.56707,0,0,0,0,0,0,0,0,0,0,0,1,0,2,-2,A,,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
135081,1,Keiser University-Melbourne,900 S Babcock St,Melbourne,FL,32901,12,5,Dr. Arthur Keiser,Chancellor,8776363618,591829662,99617847,2151901,1,372587,www.keiseruniversity.edu/,www.keiseruniversity.edu/admissions/,www.keiseruniversity.edu/financial-services/,enroll.keiseruniversity.edu/,www.keiseruniversity.edu/financial-services/, , ,www.keiseruniversity.edu/americans-with-disabilities-act/,2,1,2,9,1,1,11,1,2,2,13,1,A ,1,1,1,1,37340,1,-2,-2,12009,Brevard County,1208,-80.622998,28.094849,0,0,0,0,1,0,1,0,1,1,1,1,0,1,2,R,55,2,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,2000,R,2000,R,2000,R,2000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10252,R,13620,R,13620,R,14086,R,8726,R,8726,R,8726,R,8726,R,7443,R,8808,R,8808,R,9248,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
135081,2,Keiser University-Tallahassee,"1700 Halstead Blvd., Building 2",Tallahassee,FL,32309,12,5,Dr. Arthur Keiser,Chancellor,8509069494,591829662,99617847,2151902,1,405881,www.keiseruniversity.edu/,www.keiseruniversity.edu/admissions/,www.keiseruniversity.edu/financial-services/,enroll.keiseruniversity.edu/,www.keiseruniversity.edu/financial-services/, , ,www.keiseruniversity.edu/americans-with-disabilities-act/,2,1,2,9,1,1,11,1,2,2,12,1,A ,1,1,1,1,45220,1,-2,-2,12073,Leon County,1202,-84.24769,30.504039,0,0,0,0,1,0,1,0,1,1,1,1,0,1,2,R,55,2,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,2000,R,2000,R,2000,R,2000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10252,R,13620,R,13620,R,14086,R,8726,R,8726,R,8726,R,8726,R,7443,R,8808,R,8808,R,9248,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
135081,3,Keiser University-Daytona,1800 Business Park Blvd.,Daytona Beach,FL,32114,12,5,Dr. Arthur Keiser,Chancellor,3862745060,591829662,99617847,2151904,1,428374,www.keiseruniversity.edu/,www.keiseruniversity.edu/admissions/,www.keiseruniversity.edu/financial-services/,enroll.keiseruniversity.edu/,www.keiseruniversity.edu/financial-services/, , ,www.keiseruniversity.edu/americans-with-disabilities-act/,2,1,2,9,1,1,12,1,2,2,13,1,A ,1,1,1,1,19660,1,422,-2,12127,Volusia County,1206,-81.074525,29.204483,0,0,0,0,1,0,1,0,1,1,1,0,0,1,2,R,55,2,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,2000,R,2000,R,2000,R,2000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10252,R,13620,R,13620,R,14086,R,8726,R,8726,R,8726,R,8726,R,7443,R,8808,R,8808,R,9248,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
135081,4,Keiser University-Lakeland,2400 Interstate Drive,Lakeland,FL,33805,12,5,Dr. Arthur Keiser,Chancellor,8636826020,591829662,99617847,2151906,1,438683,www.keiseruniversity.edu/,www.keiseruniversity.edu/admissions/,www.keiseruniversity.edu/financial-services/,enroll.keiseruniversity.edu/,www.keiseruniversity.edu/financial-services/, , ,www.keiseruniversity.edu/americans-with-disabilities-act/,2,1,2,9,1,1,11,1,2,2,12,1,A ,1,1,1,1,29460,1,422,-2,12105,Polk County,1215,-81.980557,28.076491,0,0,0,0,1,0,1,0,1,1,1,1,0,1,2,R,55,2,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,2000,R,2000,R,2000,R,2000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10252,R,13620,R,13620,R,14086,R,8726,R,8726,R,8726,R,8726,R,7443,R,8808,R,8808,R,9248,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
135081,5,Keiser University- Miami,2101 NW 117 Avenue,Miami,FL,33172,12,5,Dr. Arthur Keiser,Chancellor,3055962226,591829662,99617847,2151908,1,441007,www.keiseruniversity.edu/,www.keiseruniversity.edu/admissions/,www.keiseruniversity.edu/financial-services/,enroll.keiseruniversity.edu/,www.keiseruniversity.edu/financial-services/, , ,www.keiseruniversity.edu/americans-with-disabilities-act/,2,1,2,9,1,1,11,1,2,2,21,1,A ,1,1,1,1,33100,1,370,-2,12086,Miami-Dade County,1225,-80.384129,25.793574,0,0,0,0,1,0,1,0,1,1,1,1,0,1,2,R,55,2,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,2000,R,2000,R,2000,R,2000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10252,R,13620,R,13620,R,14086,R,8726,R,8726,R,8726,R,8726,R,7443,R,8808,R,8808,R,9248,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
135081,6,Keiser University-Orlando,5600 Lake Underhill Rd,Orlando,FL,32807,12,5,Dr. Arthur Keiser,Chancellor,4072735800,591829662,99617847,2151909,1,443447,www.keiseruniversity.edu/,www.keiseruniversity.edu/admissions/,www.keiseruniversity.edu/financial-services/,enroll.keiseruniversity.edu/,www.keiseruniversity.edu/financial-services/, , ,www.keiseruniversity.edu/americans-with-disabilities-act/,2,1,2,9,1,1,12,1,2,2,11,1,A ,1,1,1,1,36740,1,422,-2,12095,Orange County,1207,-81.311924,28.538123,0,0,0,0,1,0,1,0,1,1,1,0,0,1,2,R,55,2,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,2000,R,2000,R,2000,R,2000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10252,R,13620,R,13620,R,14086,R,8726,R,8726,R,8726,R,8726,R,7443,R,8808,R,8808,R,9248,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
135081,7,Keiser University-Sarasota,6151 Lake Osprey Dr.,Sarasota,FL,34240,12,5,Dr. Arthur Keiser,Chancellor,8665347372,591829662,99617847,2151903,1,420741,www.keiseruniversity.edu/,www.keiseruniversity.edu/admissions/,www.keiseruniversity.edu/financial-services/,enroll.keiseruniversity.edu/,www.keiseruniversity.edu/financial-services/, , ,www.keiseruniversity.edu/americans-with-disabilities-act/,2,1,2,9,1,1,11,1,2,2,41,1,A ,1,1,1,1,35840,1,412,-2,12115,Sarasota County,1216,-82.445749,27.384562,0,0,0,0,1,0,1,0,1,1,1,1,0,1,2,R,55,2,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,2000,R,2000,R,2000,R,2000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10252,R,13620,R,13620,R,14086,R,8726,R,8726,R,8726,R,8726,R,7443,R,8808,R,8808,R,9248,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
135081,8,Keiser University-Jacksonville,6430 Southpoint Parkway,Jacksonville,FL,32216,12,5,Dr. Arthur Keiser,Chancellor,9042963440,591829662,99617847,2151910,1,474845,www.keiseruniversity.edu/,www.keiseruniversity.edu/admissions/,www.keiseruniversity.edu/financial-services/,enroll.keiseruniversity.edu/,www.keiseruniversity.edu/financial-services/, , ,www.keiseruniversity.edu/americans-with-disabilities-act/,2,1,2,9,1,1,12,1,2,2,11,1,A ,1,1,1,1,27260,1,300,-2,12031,Duval County,1204,-81.602771,30.25906,0,0,0,0,1,0,1,0,1,1,1,0,0,1,2,R,55,2,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,2000,R,2000,R,2000,R,2000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10252,R,13620,R,13620,R,14086,R,8726,R,8726,R,8726,R,8726,R,7443,R,8808,R,8808,R,9248,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
135081,9,Keiser University-Tampa,5002 West Waters Avenue,Tampa,FL,33634,12,5,Dr. Arthur Keiser,Chancellor,8138854900,591829662,99617847,2151914,1,447184,www.keiseruniversity.edu/,www.keiseruniversity.edu/admissions/,www.keiseruniversity.edu/financial-services/,enroll.keiseruniversity.edu/,www.keiseruniversity.edu/financial-services/, , ,www.keiseruniversity.edu/americans-with-disabilities-act/,2,1,2,9,1,1,11,1,2,2,21,1,A ,1,1,1,1,45300,1,-2,-2,12057,Hillsborough County,1214,-82.529401,28.02461,0,0,0,0,1,0,1,0,1,1,1,1,0,1,2,R,55,2,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,2000,R,2000,R,2000,R,2000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10252,R,13620,R,13620,R,14086,R,8726,R,8726,R,8726,R,8726,R,7443,R,8808,R,8808,R,9248,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
135081,10,Keiser University-Pembroke Pines,1640 SW 145th Avenue,Pembroke Pines,FL,33027,12,5,Dr. Arthur Keiser,Chancellor,9544314300,591829662,99617847,2151913,1,437981,www.keiseruniversity.edu/,www.keiseruniversity.edu/admissions/,www.keiseruniversity.edu/financial-services/,enroll.keiseruniversity.edu/,www.keiseruniversity.edu/financial-services/, , ,www.keiseruniversity.edu/americans-with-disabilities-act/,2,1,2,9,1,1,12,1,2,2,21,1,A ,1,1,1,1,33100,1,370,-2,12011,Broward County,1223,-80.339296,25.994198,0,0,0,0,1,0,1,0,1,1,1,0,0,1,2,R,55,2,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,19008,R,1200,R,20208,R,19808,R,1200,R,21008,R,19808,R,1200,R,21008,R,20800,R,1200,R,22000,.,.,R,2000,R,2000,R,2000,R,2000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10252,R,13620,R,13620,R,14086,R,8726,R,8726,R,8726,R,8726,R,7443,R,8808,R,8808,R,9248,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
