UNITID,CAMPUSID,PCINSTNM,PCADDR,PCCITY,PCSTABBR,PCZIP,PCFIPS,PCOBEREG,PCCHFNM,PCCHFTITLE,PCGENTELE,PCEIN,PCDUNS,PCOPEID,PCOPEFLAG,OLDUNITID,PCWEBADDR,PCADMINURL,PCFAIDURL,PCAPPLURL,PCNPRICURL,PCVETURL,PCATHURL,PCDISAURL,PCSECTOR,PCICLEVEL,PCCONTROL,PCHLOFFER,PCUGOFFER,PCGROFFER,PCHDEGOFR1,PCDEGGRANT,PCHBCU,PCTRIBAL,PCLOCALE,PCOPENPUBL,PCACT,PCCYACTIVE,PCPOSTSEC,PCPSEFLAG,PCPSET4FLG,PCCBSA,PCCBSATYPE,PCCSA,PCNECTA,PCCOUNTYCD,PCCOUNTYNM,PCCNGDSTCD,PCLONGITUD,PCLATITUDE,PCLEVEL1,PCLEVEL1A,PCLEVEL1B,PCLEVEL2,PCLEVEL3,PCLEVEL4,PCLEVEL5,PCLEVEL6,PCLEVEL7,PCLEVEL8,PCLEVEL17,PCLEVEL18,PCLEVEL19,PCFT_FTUG,PCALLONCAM,XPCAPPLFEE,PCAPPLFEEU,PCROOM,XPCCHG1AT0,PCCHG1AT0,XPCCHG1AF0,PCCHG1AF0,XPCCHG1AY0,PCCHG1AY0,XPCCHG1AT1,PCCHG1AT1,XPCCHG1AF1,PCCHG1AF1,XPCCHG1AY1,PCCHG1AY1,XPCCHG1AT2,PCCHG1AT2,XPCCHG1AF2,PCCHG1AF2,XPCCHG1AY2,PCCHG1AY2,XPCCHG1AT3,PCCHG1AT3,XPCCHG1AF3,PCCHG1AF3,XPCCHG1AY3,PCCHG1AY3,PCCHG1TGTD,PCCHG1FGTD,XPCCHG2AT0,PCCHG2AT0,XPCCHG2AF0,PCCHG2AF0,XPCCHG2AY0,PCCHG2AY0,XPCCHG2AT1,PCCHG2AT1,XPCCHG2AF1,PCCHG2AF1,XPCCHG2AY1,PCCHG2AY1,XPCCHG2AT2,PCCHG2AT2,XPCCHG2AF2,PCCHG2AF2,XPCCHG2AY2,PCCHG2AY2,XPCCHG2AT3,PCCHG2AT3,XPCCHG2AF3,PCCHG2AF3,XPCCHG2AY3,PCCHG2AY3,PCCHG2TGTD,PCCHG2FGTD,XPCCHG3AT0,PCCHG3AT0,XPCCHG3AF0,PCCHG3AF0,XPCCHG3AY0,PCCHG3AY0,XPCCHG3AT1,PCCHG3AT1,XPCCHG3AF1,PCCHG3AF1,XPCCHG3AY1,PCCHG3AY1,XPCCHG3AT2,PCCHG3AT2,XPCCHG3AF2,PCCHG3AF2,XPCCHG3AY2,PCCHG3AY2,XPCCHG3AT3,PCCHG3AT3,XPCCHG3AF3,PCCHG3AF3,XPCCHG3AY3,PCCHG3AY3,PCCHG3TGTD,PCCHG3FGTD,XPCCHG4AY0,PCCHG4AY0,XPCCHG4AY1,PCCHG4AY1,XPCCHG4AY2,PCCHG4AY2,XPCCHG4AY3,PCCHG4AY3,XPCCHG5AY0,PCCHG5AY0,XPCCHG5AY1,PCCHG5AY1,XPCCHG5AY2,PCCHG5AY2,XPCCHG5AY3,PCCHG5AY3,XPCCHG6AY0,PCCHG6AY0,XPCCHG6AY1,PCCHG6AY1,XPCCHG6AY2,PCCHG6AY2,XPCCHG6AY3,PCCHG6AY3,XPCCHG7AY0,PCCHG7AY0,XPCCHG7AY1,PCCHG7AY1,XPCCHG7AY2,PCCHG7AY2,XPCCHG7AY3,PCCHG7AY3,XPCCHG8AY0,PCCHG8AY0,XPCCHG8AY1,PCCHG8AY1,XPCCHG8AY2,PCCHG8AY2,XPCCHG8AY3,PCCHG8AY3,XPCCHG9AY0,PCCHG9AY0,XPCCHG9AY1,PCCHG9AY1,XPCCHG9AY2,PCCHG9AY2,XPCCHG9AY3,PCCHG9AY3,PCCIPCODE1,XPCCIPLGT1,PCCIPLGTH1,PCPRGMSR1,XPCMTHCMP1,PCMTHCMP1,XPCWKCMP1,PCWKCMP1,XPCLNAYHR1,PCLNAYHR1,XPCLNAYWK1,PCLNAYWK1,XPCCHG1PY0,PCCHG1PY0,XPCCHG1PY1,PCCHG1PY1,XPCCHG1PY2,PCCHG1PY2,XPCCHG1PY3,PCCHG1PY3,XPCCHG4PY0,PCCHG4PY0,XPCCHG4PY1,PCCHG4PY1,XPCCHG4PY2,PCCHG4PY2,XPCCHG4PY3,PCCHG4PY3,XPCCHG5PY0,PCCHG5PY0,XPCCHG5PY1,PCCHG5PY1,XPCCHG5PY2,PCCHG5PY2,XPCCHG5PY3,PCCHG5PY3,XPCCHG6PY0,PCCHG6PY0,XPCCHG6PY1,PCCHG6PY1,XPCCHG6PY2,PCCHG6PY2,XPCCHG6PY3,PCCHG6PY3,XPCCHG7PY0,PCCHG7PY0,XPCCHG7PY1,PCCHG7PY1,XPCCHG7PY2,PCCHG7PY2,XPCCHG7PY3,PCCHG7PY3,XPCCHG8PY0,PCCHG8PY0,XPCCHG8PY1,PCCHG8PY1,XPCCHG8PY2,PCCHG8PY2,XPCCHG8PY3,PCCHG8PY3,XPCCHG9PY0,PCCHG9PY0,XPCCHG9PY1,PCCHG9PY1,XPCCHG9PY2,PCCHG9PY2,XPCCHG9PY3,PCCHG9PY3
206279,3,Sacramento Center,"160 Promenade Circle, Suite 115",Sacramento,CA,95834-1746,6,8,Karen Webb,President,9165643100,310747997,60903952,1092302,1,420671,www.myunion.edu/,https://www.myunion.edu/#academics,https://www.myunion.edu/current-students/financial-resources/,www.apply.myunion.edu/,www.myunion.edu/NetPrice/index.html,https://www.military.myunion.edu/,www.military.myunion.edu/,https://www.myunion.edu/current-students/student-services/disability-services/,2,1,2,9,1,1,12,1,2,2,11,1,A ,1,1,1,1,40900,1,472,-2,6067,Sacramento County,606,-121.500459,38.636468,1,0,1,0,0,0,1,1,1,0,1,0,0,1,2,R,0,2,R,13080,R,176,R,13256,R,13080,R,176,R,13256,R,15510,R,176,R,15686,R,16841,R,300,R,17141,.,.,R,13080,R,176,R,13256,R,13080,R,176,R,13256,R,15510,R,176,R,15686,R,16841,R,300,R,17141,.,.,R,13080,R,176,R,13256,R,13080,R,176,R,13256,R,15510,R,176,R,15686,R,16841,R,300,R,17141,.,.,R,1216,R,1216,R,1216,R,1216,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11508,R,11508,R,11508,R,11508,R,1200,R,1200,R,1200,R,1200,R,1200,R,1200,R,1200,R,1200,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
206516,1,Winebrenner Theological Seminary -,950 North Main,Findlay,OH,45840,39,3,Dr. Brent C. Sleasman,President,4194344200,340877803,68108521,406001,5,489265,winebrenner.edu/,https://winebrenner.edu/,https://winebrenner.edu/,https://winebrenner.edu/,https://winebrenner.edu/,https://winebrenner.edu/, ,https://winebrenner.edu/,2,1,2,7,2,1,20,1,2,2,32,1,A ,1,1,1,2,22300,2,534,-2,39063,Hancock County,3905,-83.650711,41.052464,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-2,A,,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
207500,1,University of Oklahoma - Douglass Learning Center,102 East Gore,Lawton,OK,73501-3025,40,6, , ,4053254202,736017987,46862181,318465,5,489052, , , , , , , , ,1,1,1,9,2,1,12,1,2,2,13,1,A ,1,1,1,2,30020,1,-2,-2,40031,Comanche County,4004,-98.385074,34.609591,0,0,0,0,0,0,0,0,0,0,1,0,0,2,-2,A,,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
207500,2,University of Oklahoma - Ft. Benning GA - AP,"Army Education Center, BLD 9230",Ft Benning,GA,31905-5593,13,5, , ,4053252250,736017987,46862181,318466,5,489061, , , , , , , , ,1,1,1,7,1,1,20,1,2,2,21,1,A ,1,1,1,2,17980,1,194,-2,13053,Chattahoochee County,1302,-84.920774,32.37174,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-2,C,40,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
207500,3,University of Oklahoma - Nellis Air Force Base,4475 England Avenue,Nellis AFB,NV,89191-6506,32,8, , ,4053252250,736017987,46862181,318467,5,494223, , , , , , , , ,1,1,1,7,1,1,20,1,2,2,21,1,A ,1,1,1,2,29820,1,332,-2,32003,Clark County,3204,-115.041141,36.242056,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-2,C,40,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
210368,1,Western Seminary-San Jose,1000 S. Park Victoria Drive,Milpitas,CA,95035,6,8,Charles Conniry,President,4083566889,930429022,53598223,717801,1,381440,https://www.westernseminary.edu/,https://www.westernseminary.edu/admissions/western-seminary-san-jose-campus,https://www.westernseminary.edu/admissions/financial-aid,https://www.westernseminary.edu/apply,https://www.westernseminary.edu/admissions/financial-aid/estimate-expenses,www.westernseminary.edu/admissions/financial-aid/veterans, ,https://www.westernseminary.edu/disabilities,2,1,2,7,2,1,20,1,2,2,13,1,A ,1,1,1,1,41940,1,488,-2,6085,Santa Clara County,617,-121.875707,37.419994,0,0,0,0,0,0,0,1,1,0,0,0,0,2,-2,A,,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
210368,2,Western Seminary-Sacramento,"290 Technology Way, Ste 200",Rocklin,CA,95765,6,8,Charles Conniry,President,9164883720,930429022,53598223,717804,1,447096,https://www.westernseminary.edu/,https://www.westernseminary.edu/admissions/why-go-to-seminary,https://www.westernseminary.edu/admissions/financial-aid,https://www.westernseminary.edu/apply,https://www.westernseminary.edu/admissions/financial-aid/estimate-expenses, , ,https://www.westernseminary.edu/disabilities,2,1,2,7,2,1,20,1,2,2,41,1,A ,1,1,1,1,40900,1,472,-2,6061,Placer County,604,-121.301044,38.820644,0,0,0,0,0,0,0,1,1,0,0,0,0,2,-2,A,,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
210784,1,The Beauty Institute,9902 E. Roosevelt Blvd,Philadelphia,PA,19115,42,2,Truc Do,CEO,7323202194,710919969,12256970,2206201,1,432047,www.thebeautyinstituteskp.edu/,www.thebeautyinstituteskp.edu/,www.thebeautyinstituteskp.edu/,www.thebeautyinstituteskp.edu/,www.thebeautyinstituteskp.edu/, , , ,9,3,3,2,1,2,0,2,2,2,11,1,A ,1,1,1,1,37980,1,428,-2,42101,Philadelphia County,4202,-75.019861,40.09344,1,1,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,R,0,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,12.0401,R,1250,1,R,9,R,36,R,900,R,26,R,17100,R,17100,R,17100,R,17100,R,2700,R,2700,R,2700,R,2700,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,6435,R,6435,R,6435,R,6435,R,1080,R,1080,R,1080,R,1080,R,630,R,630,R,630,R,630
211307,1,Bucks County Community College-Upper Bucks Campus,One Hillendale Dr,Perkasie,PA,18944-0277,42,2,Felicia Ganther,PRESIDENT,2152587700,231646982,71623540,323902,1,437431,www.bucks.edu/,www.bucks.edu/admissions,www.bucks.edu/admissions/financialaid/index.php,https://apps.bucks.edu/admissions/index.php,www.bucks.edu/npc/npcalc.htm,www.bucks.edu/catalog/info/services/vets/, ,www.bucks.edu/student/accessibility/,4,2,1,3,1,2,40,1,2,2,21,1,A ,1,1,1,1,37980,1,428,-2,42017,Bucks County,4201,-75.275289,40.380967,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,R,0,2,R,3600,R,913,R,4513,R,3960,R,938,R,4898,R,3600,R,938,R,4538,R,3960,R,938,R,4898,.,.,R,7200,R,1153,R,8353,R,7920,R,1178,R,9098,R,7920,R,1178,R,9098,R,7920,R,1178,R,9098,.,.,R,10800,R,1393,R,12193,R,11880,R,1418,R,13298,R,11880,R,1418,R,13298,R,11880,R,1418,R,13298,.,.,R,1700,R,1700,R,1700,R,1700,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5900,R,5850,R,5850,R,5850,R,5670,R,5670,R,5670,R,5670,R,4320,R,4320,R,4320,R,4320,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
211307,2,Bucks County Community College-Gene and Marlene Ep,1304 Veterans Hwy,Bristol,PA,19007-0277,42,2,Felicia Ganther,PRESIDENT,2676854800,231646982,71623540,323901,1,454272,www.bucks.edu/,www.bucks.edu/admissions/,https://apps.bucks.edu/admissions/index.php,https://apps.bucks.edu/admissions/index.php,www.bucks.edu/npc/npcalc.htm,www.bucks.edu/catalog/info/services/vets/, ,www.bucks.edu/student/accessibility/,4,2,1,3,1,2,40,1,2,2,21,1,A ,1,1,1,1,37980,1,428,-2,42017,Bucks County,4201,-74.876464,40.112698,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,R,0,2,R,3600,R,913,R,4513,R,3960,R,938,R,4898,R,3960,R,938,R,4898,R,3960,R,938,R,4898,.,.,R,7200,R,1153,R,8353,R,7920,R,1178,R,9098,R,7920,R,1178,R,9098,R,7920,R,1178,R,9098,.,.,R,10800,R,1393,R,12193,R,11880,R,1418,R,13298,R,11880,R,1418,R,13298,R,11880,R,1418,R,13298,.,.,R,1700,R,1700,R,1700,R,1700,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5900,R,5850,R,5850,R,5850,R,5670,R,5670,R,5670,R,5670,R,4320,R,4320,R,4320,R,4320,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
212878,1,Harrisburg Area Community College-Lancaster,1641 Old Philadelphia Pike,Lancaster,PA,17602-3403,42,2,John J. Sygielski,President,7172935000,231639151,88176474,327302,1,369172,www.hacc.edu/,https://www.hacc.edu/Admissions/index.cfm,www.hacc.edu/Paying/CanIGetAid/FinancialAidBasics/index.cfm,https://start.hacc.edu/RecruitNewWFE/,www.hacc.edu/Paying/Net-Price-Calculator.cfm,www.hacc.edu/Admissions/Apply/Veterans.cfm, ,www.hacc.edu/Students/DisabilityServices/index.cfm,4,2,1,3,1,2,40,1,2,2,21,1,A ,1,1,1,1,29540,1,-2,-2,42071,Lancaster County,4211,-76.268357,40.041062,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,R,0,2,R,5408,R,1275,R,6683,R,5408,R,1275,R,6683,R,5408,R,1350,R,6758,R,5520,R,1350,R,6870,.,.,R,6510,R,1425,R,7935,R,6660,R,1425,R,8085,R,6660,R,1500,R,8160,R,6795,R,1500,R,8295,.,.,R,7860,R,1575,R,9435,R,8010,R,1575,R,9585,R,8010,R,1650,R,9660,R,8168,R,1650,R,9818,.,.,R,1968,R,2064,R,2064,R,2064,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8072,R,8072,R,8510,R,8300,R,4469,R,4469,R,4640,R,5000,R,4469,R,4469,R,4640,R,5000,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
212878,2,Harrisburg Area Community College-Gettysburg,731 Old Harrisburg Rd,Gettysburg,PA,17325-3403,42,2,John J. Sygielski,President,7173373855,231639151,88176474,327305,1,437246,www.hacc.edu/,https://www.hacc.edu/Admissions/index.cfm,www.hacc.edu/Paying/CanIGetAid/FinancialAidBasics/index.cfm,https://start.hacc.edu/RecruitNewWFE/,www.hacc.edu/Paying/Net-Price-Calculator.cfm,www.hacc.edu/Admissions/Apply/Veterans.cfm, ,www.hacc.edu/Students/DisabilityServices/index.cfm,4,2,1,3,1,2,40,1,2,2,23,1,A ,1,1,1,1,23900,1,276,-2,42001,Adams County,4213,-77.22352,39.839983,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,R,0,2,R,5408,R,1275,R,6683,R,5408,R,1275,R,6683,R,5408,R,1350,R,6758,R,5520,R,1350,R,6870,.,.,R,6510,R,1425,R,7935,R,6660,R,1425,R,8085,R,6660,R,1500,R,8160,R,6795,R,1500,R,8295,.,.,R,7860,R,1575,R,9435,R,8010,R,1575,R,9585,R,8010,R,1650,R,9660,R,8168,R,1650,R,9818,.,.,R,1968,R,2064,R,2064,R,2064,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8072,R,8072,R,8510,R,8300,R,4469,R,4469,R,4640,R,5000,R,4469,R,4469,R,4640,R,5000,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
212878,3,Harrisburg Area Community College-Lebanon,735 Cumberland St,Lebanon,PA,17042-5235,42,2,John J. Sygielski,President,7172704222,231639151,88176474,327301,1,369181,www.hacc.edu/,https://www.hacc.edu/Admissions/index.cfm,www.hacc.edu/Paying/CanIGetAid/FinancialAidBasics/index.cfm,https://start.hacc.edu/RecruitNewWFE/,www.hacc.edu/Paying/Net-Price-Calculator.cfm,www.hacc.edu/Admissions/Apply/Veterans.cfm, ,www.hacc.edu/Students/DisabilityServices/index.cfm,4,2,1,3,1,2,40,1,2,2,13,1,A ,1,1,1,1,30140,1,276,-2,42075,Lebanon County,4209,-76.423205,40.339655,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,R,0,2,R,5408,R,1275,R,6683,R,5408,R,1275,R,6683,R,5408,R,1350,R,6758,R,5520,R,1350,R,6870,.,.,R,6510,R,1425,R,7935,R,6660,R,1425,R,8085,R,6660,R,1500,R,8160,R,6795,R,1500,R,8295,.,.,R,7860,R,1575,R,9435,R,8010,R,1575,R,9585,R,8010,R,1650,R,9660,R,8168,R,1650,R,9818,.,.,R,1968,R,2064,R,2064,R,2064,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8072,R,8072,R,8510,R,8300,R,4469,R,4469,R,4640,R,5000,R,4469,R,4469,R,4640,R,5000,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
212878,4,Harrisburg Area Community College-York,2010 Pennsylvania Ave,York,PA,17404-5235,42,2,John J. Sygielski,President,7177180328,231639151,88176474,327348,1,452142,www.hacc.edu/,https://www.hacc.edu/Admissions/index.cfm,www.hacc.edu/Paying/CanIGetAid/FinancialAidBasics/index.cfm,https://start.hacc.edu/RecruitNewWFE/,www.hacc.edu/Paying/Net-Price-Calculator.cfm,www.hacc.edu/Admissions/Apply/Veterans.cfm, ,www.hacc.edu/Students/DisabilityServices/index.cfm,4,2,1,3,1,2,40,1,2,2,13,1,A ,1,1,1,1,49620,1,276,-2,42133,York County,4210,-76.747385,39.985662,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,R,0,2,R,5408,R,1275,R,6683,R,5408,R,1275,R,6683,R,5408,R,1350,R,6758,R,5520,R,1350,R,6870,.,.,R,6510,R,1425,R,7935,R,6660,R,1425,R,8085,R,6660,R,1500,R,8160,R,6795,R,1500,R,8295,.,.,R,7860,R,1575,R,9435,R,8010,R,1575,R,9585,R,8010,R,1650,R,9660,R,8168,R,1650,R,9818,.,.,R,1968,R,2064,R,2064,R,2064,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8072,R,8072,R,8510,R,8300,R,4469,R,4469,R,4640,R,5000,R,4469,R,4469,R,4640,R,5000,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
213163,1,UPMC Jameson School of Nursing - UPMC Hamot,650 East Avenue,Erie,PA,16503-1524,42,2,Mr. Robert Jackson,President,8148776877,250965406,74984758,820002,1,496858, , , , , , , , ,5,2,2,4,1,2,0,2,2,2,13,1,N ,1,1,1,1,21500,1,240,-2,42049,Erie County,4216,-80.063096,42.137072,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,R,0,1,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,18150,R,1355,R,19505,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,18150,R,1355,R,19505,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,18150,R,1355,R,19505,.,.,A,.,A,.,A,.,R,2150,A,.,A,.,A,.,R,9880,A,.,A,.,A,.,R,7064,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
213987,1,Mercyhurst University-North East Campus,16 W Division St,North East,PA,16428,42,2,Dr. Kathleen A. Getz,President,8148242000,250965430,99519340,329701,1,480189,https://www.mercyhurst.edu/, , , , , , , ,8,3,2,1,1,2,0,2,2,2,31,1,N ,1,1,1,1,21500,1,240,-2,42049,Erie County,4216,-79.835745,42.219677,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,R,0,2,R,17400,R,1720,R,19120,R,17400,R,1720,R,19120,R,17400,R,1720,R,19120,R,5000,R,1600,R,6600,.,.,R,17400,R,1720,R,19120,R,17400,R,1720,R,19120,R,17400,R,1720,R,19120,R,5000,R,1600,R,6600,.,.,R,17400,R,1720,R,19120,R,17400,R,1720,R,19120,R,17400,R,1720,R,19120,R,5000,R,1600,R,6600,.,.,R,1200,R,1200,R,1200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10330,R,10520,R,10330,R,7737,R,2062,R,2062,R,2062,R,1056,R,2062,R,2062,R,2062,R,1056,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
