UNITID-PK,AWLEVELC-PK,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSASIAT,CSASIAT,XCSBKAAT,CSBKAAT,XCSHISPT,CSHISPT,XCSNHPIT,CSNHPIT,XCSWHITT,CSWHITT,XCS2MORT,CS2MORT,XCSUNKNT,CSUNKNT,XCSNRALT,CSNRALT,XCSUND18,CSUND18,XCS18_24,CS18_24,XCS25_39,CS25_39,XCSABV40,CSABV40,XCSUNKN,CSUNKN  
483221,3,R,24,R,11,R,13,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,24,R,0,R,2,R,12,R,10,Z,0
483221,12,R,19,R,7,R,12,Z,0,R,1,Z,0,R,2,Z,0,R,1,Z,0,Z,0,R,15,R,0,R,0,R,10,R,9,R,0
483230,11,R,42,R,42,R,0,R,3,R,0,R,0,R,12,R,1,R,21,R,4,R,1,R,0,R,0,R,27,R,9,R,6,R,0
483230,12,R,175,R,173,R,2,R,3,R,2,R,3,R,40,R,1,R,102,R,18,R,6,R,0,R,0,R,99,R,64,R,12,R,0
483258,2,R,24,R,19,R,5,Z,0,Z,0,R,21,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,4,R,17,R,3,Z,0
483276,2,R,83,R,65,R,18,Z,0,Z,0,R,61,R,13,Z,0,R,9,Z,0,Z,0,Z,0,R,0,R,36,R,45,R,2,Z,0
483328,2,R,65,R,6,R,59,Z,0,Z,0,R,4,R,18,R,1,R,40,R,1,R,1,Z,0,Z,0,R,47,R,16,R,2,Z,0
483328,12,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0
483337,2,R,68,R,3,R,65,R,1,Z,0,R,13,R,1,Z,0,R,47,R,6,Z,0,Z,0,Z,0,R,41,R,25,R,2,Z,0
483346,2,R,12,R,4,R,8,R,0,R,2,R,7,R,1,R,0,R,1,R,1,R,0,R,0,R,0,R,6,R,3,R,3,R,0
483346,12,R,45,R,0,R,45,R,0,R,1,R,15,R,7,R,0,R,15,R,7,R,0,R,0,R,1,R,21,R,20,R,3,R,0
483355,2,R,130,R,2,R,128,R,0,R,2,R,65,R,3,R,0,R,55,R,5,R,0,R,0,R,0,R,69,R,52,R,9,R,0
483364,2,R,39,R,4,R,35,R,0,R,2,R,28,R,0,R,0,R,9,R,0,R,0,R,0,R,0,R,5,R,31,R,3,R,0
483364,12,R,58,R,3,R,55,R,0,R,1,R,22,R,4,R,0,R,30,R,1,R,0,R,0,R,0,R,35,R,18,R,5,R,0
483373,2,R,24,R,1,R,23,Z,0,R,2,R,4,R,16,Z,0,R,1,Z,0,R,1,Z,0,Z,0,R,1,R,18,R,5,Z,0
483373,12,R,8,R,2,R,6,Z,0,R,2,Z,0,R,5,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,3,R,3,R,2,Z,0
483382,12,R,242,R,232,R,10,R,2,R,5,R,58,R,67,R,0,R,100,R,1,R,9,R,0,R,0,R,120,R,103,R,19,R,0
483425,2,R,31,R,0,R,31,Z,0,R,1,R,2,R,1,Z,0,R,21,R,5,R,1,Z,0,Z,0,R,28,R,3,Z,0,Z,0
483425,12,R,11,R,0,R,11,Z,0,R,1,R,4,Z,0,R,0,R,5,R,1,Z,0,Z,0,Z,0,R,6,R,5,Z,0,Z,0
483443,2,R,484,R,394,R,90,R,4,R,228,R,40,R,80,R,15,R,66,R,12,R,39,R,0,R,0,R,10,R,101,R,373,R,0
483443,11,R,16,R,15,R,1,R,0,R,2,R,1,R,4,R,1,R,3,R,0,R,5,R,0,R,0,R,0,R,0,R,16,R,0
483470,2,R,31,R,2,R,29,Z,0,Z,0,Z,0,R,31,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,21,R,10,Z,0,Z,0
483470,12,R,13,R,3,R,10,Z,0,Z,0,Z,0,R,13,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,13,Z,0,Z,0
483504,2,R,170,R,25,R,145,Z,0,R,1,R,121,R,10,Z,0,R,28,R,6,R,4,Z,0,Z,0,R,77,R,81,R,12,Z,0
483513,2,R,37,R,21,R,16,R,0,R,0,R,7,R,18,R,0,R,10,R,1,R,1,R,0,R,0,R,16,R,13,R,8,R,0
483513,12,R,4,R,1,R,3,R,0,R,0,R,1,R,2,R,0,R,0,R,1,R,0,R,0,R,0,R,1,R,1,R,2,R,0
483559,2,R,31,R,6,R,25,Z,0,Z,0,R,9,R,6,Z,0,R,16,Z,0,Z,0,Z,0,R,0,R,13,R,12,R,6,R,0
483577,2,R,6,R,0,R,6,R,0,R,0,R,1,R,0,R,0,R,5,R,0,R,0,R,0,R,0,R,3,R,3,R,0,R,0
483577,12,R,8,R,1,R,7,R,1,R,3,R,3,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,1,R,4,R,3,R,0
483595,5,R,19,R,6,R,13,Z,0,Z,0,R,2,R,15,Z,0,R,2,Z,0,Z,0,Z,0,R,0,R,0,R,11,R,8,R,0
483595,7,R,120,R,34,R,86,Z,0,Z,0,R,3,R,113,Z,0,Z,0,R,4,Z,0,Z,0,R,0,R,2,R,80,R,38,R,0
483647,2,R,21,R,1,R,20,Z,0,Z,0,R,9,R,1,Z,0,R,11,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,R,6,Z,0
483708,2,R,57,R,5,R,52,Z,0,R,3,R,18,R,32,Z,0,R,4,Z,0,Z,0,Z,0,Z,0,R,18,R,29,R,10,Z,0
483708,11,R,496,R,44,R,452,Z,0,R,35,R,251,R,119,Z,0,R,54,Z,0,R,37,Z,0,R,0,R,128,R,248,R,120,R,0
483726,2,R,12,R,0,R,12,R,0,R,0,R,9,R,1,R,0,R,2,R,0,R,0,R,0,R,0,R,5,R,6,R,1,R,0
483735,2,R,11,R,1,R,10,Z,0,Z,0,Z,0,R,6,Z,0,R,4,Z,0,R,1,Z,0,Z,0,R,8,R,3,Z,0,Z,0
483735,12,R,14,R,0,R,14,Z,0,R,1,Z,0,R,3,Z,0,R,10,Z,0,Z,0,Z,0,Z,0,R,4,R,4,R,6,Z,0
483744,2,R,22,R,19,R,3,Z,0,Z,0,R,20,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,R,6,R,15,R,1,Z,0
483753,2,R,14,R,13,R,1,R,0,R,0,R,6,R,3,R,0,R,2,R,2,R,1,R,0,R,0,R,2,R,8,R,4,R,0
483780,5,R,27,R,22,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,27,R,0,R,25,R,1,R,1,Z,0
483780,7,R,98,R,73,R,25,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,91,R,0,R,2,R,88,R,8,Z,0
483799,12,R,18,R,4,R,14,R,0,R,2,R,1,R,0,R,0,R,15,R,0,R,0,R,0,R,0,R,4,R,10,R,4,R,0
483814,2,R,143,R,17,R,126,Z,0,R,14,R,113,R,5,Z,0,R,9,R,2,Z,0,Z,0,Z,0,R,17,R,87,R,39,Z,0
483814,3,R,65,R,8,R,57,Z,0,R,10,R,47,R,2,Z,0,R,5,R,1,Z,0,Z,0,Z,0,R,3,R,37,R,25,Z,0
483823,2,R,349,R,238,R,111,R,1,Z,0,R,284,R,36,Z,0,R,19,R,4,R,5,Z,0,Z,0,R,114,R,189,R,46,R,0
483841,2,R,71,R,3,R,68,Z,0,R,71,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,57,R,10,Z,0
483841,11,R,55,R,2,R,53,Z,0,R,49,Z,0,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,45,R,6,Z,0
483850,2,R,31,R,3,R,28,R,0,R,9,R,15,R,6,R,0,R,1,R,0,R,0,R,0,R,0,R,4,R,14,R,13,R,0
483869,11,R,72,R,5,R,67,Z,0,Z,0,Z,0,R,63,Z,0,Z,0,Z,0,Z,0,R,9,R,0,R,3,R,42,R,27,R,0
483869,12,R,97,R,38,R,59,Z,0,Z,0,Z,0,R,85,Z,0,Z,0,Z,0,Z,0,R,12,R,0,R,14,R,30,R,53,Z,0
483878,2,R,70,R,6,R,64,R,0,R,17,R,12,R,24,R,1,R,9,R,4,R,3,R,0,R,0,R,27,R,36,R,7,R,0
483878,12,R,4,R,0,R,4,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,2,R,0
483887,12,R,38,R,9,R,29,Z,0,Z,0,R,6,R,1,Z,0,R,30,Z,0,R,1,Z,0,R,0,R,11,R,23,R,4,R,0
483896,2,R,19,R,0,R,19,R,0,R,1,R,7,R,3,R,0,R,8,R,0,R,0,R,0,R,0,R,6,R,12,R,1,R,0
483896,12,R,211,R,5,R,206,R,0,R,2,R,123,R,17,R,0,R,64,R,2,R,3,R,0,R,1,R,56,R,125,R,29,R,0
483911,2,R,6,R,0,R,6,R,0,R,0,R,1,R,0,R,0,R,5,R,0,R,0,R,0,R,0,R,1,R,4,R,1,R,0
483920,2,R,72,R,54,R,18,R,0,R,0,R,55,R,5,R,0,R,11,R,1,R,0,R,0,R,0,R,25,R,37,R,10,Z,0
483920,12,R,43,R,0,R,43,R,0,R,0,R,38,R,2,R,0,R,3,R,0,R,0,R,0,R,0,R,10,R,29,R,4,R,0
483948,2,R,11,R,8,R,3,R,0,R,0,R,11,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,10,R,0,R,0
483948,12,R,3,R,0,R,3,R,0,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,0
483957,2,R,12,R,3,R,9,R,0,R,0,R,0,R,10,R,0,R,2,R,0,R,0,R,0,R,0,R,7,R,5,R,0,R,0
483957,12,R,14,R,0,R,14,R,0,R,0,R,0,R,9,R,1,R,4,R,0,R,0,R,0,R,0,R,8,R,5,R,1,R,0
483975,9,R,155,R,84,R,71,R,0,R,42,R,7,R,13,R,0,R,91,R,2,R,0,R,0,R,0,R,0,R,153,R,2,R,0
484002,2,R,182,R,17,R,165,R,1,R,8,R,23,R,98,R,1,R,48,R,3,R,0,R,0,R,0,R,75,R,89,R,18,R,0
484002,3,R,38,R,1,R,37,R,1,R,0,R,1,R,21,R,0,R,14,R,1,R,0,R,0,R,0,R,20,R,14,R,3,R,1
484002,11,R,146,R,19,R,127,R,1,R,10,R,33,R,81,R,0,R,10,R,5,R,6,R,0,R,0,R,50,R,70,R,26,R,0
484002,12,R,229,R,16,R,213,R,4,R,5,R,44,R,124,R,1,R,41,R,9,R,1,R,0,R,0,R,141,R,72,R,16,R,0
484011,2,R,60,R,1,R,59,Z,0,Z,0,R,2,R,2,Z,0,R,11,R,8,R,37,Z,0,R,1,R,38,R,18,R,3,Z,0
484011,11,R,8,R,1,R,7,Z,0,Z,0,Z,0,R,1,Z,0,R,3,R,4,Z,0,Z,0,Z,0,R,4,R,3,R,1,Z,0
484011,12,R,34,R,27,R,7,Z,0,Z,0,R,3,Z,0,Z,0,R,2,Z,0,R,29,Z,0,Z,0,R,14,R,14,R,6,Z,0
484020,2,R,12,R,11,R,1,R,0,R,0,R,12,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,10,R,2,R,0
484039,2,R,6,R,0,R,6,R,0,R,0,R,3,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,2,R,0,R,0
484039,11,R,6,R,0,R,6,R,0,R,0,R,2,R,2,R,0,R,2,R,0,R,0,R,0,R,2,R,3,R,0,R,1,R,0
484039,12,R,31,R,19,R,12,R,0,R,0,R,20,R,5,R,0,R,4,R,1,R,0,R,1,R,2,R,11,R,15,R,3,R,0
484048,2,R,24,R,21,R,3,R,0,R,0,R,18,R,4,R,0,R,2,R,0,R,0,R,0,R,0,R,9,R,11,R,4,R,0
484048,12,R,4,R,0,R,4,R,0,R,0,R,1,R,1,R,0,R,2,R,0,R,0,R,0,R,0,R,2,R,1,R,1,R,0
484057,2,R,13,R,2,R,11,Z,0,R,9,R,2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,5,R,4,R,4,Z,0
484057,11,R,160,R,8,R,152,R,14,R,75,R,41,R,12,R,1,R,8,R,7,R,2,Z,0,R,4,R,51,R,79,R,26,Z,0
484057,12,R,100,R,1,R,99,R,2,R,69,R,14,R,9,Z,0,R,6,Z,0,Z,0,Z,0,Z,0,R,17,R,63,R,20,Z,0
484066,2,R,339,R,12,R,327,R,1,R,3,R,90,R,27,R,1,R,197,R,18,R,2,R,0,R,0,R,189,R,131,R,19,R,0
484066,3,R,22,R,9,R,13,R,0,R,0,R,3,R,1,R,0,R,18,R,0,R,0,R,0,R,0,R,9,R,11,R,2,R,0
484075,2,R,19,R,14,R,5,Z,0,R,1,R,10,R,3,Z,0,R,4,Z,0,R,1,Z,0,Z,0,R,5,R,9,R,5,Z,0
484084,2,R,14,R,1,R,13,Z,0,Z,0,R,1,R,3,Z,0,R,10,Z,0,Z,0,Z,0,R,0,R,10,R,4,Z,0,Z,0
484084,12,R,24,Z,0,R,24,Z,0,Z,0,R,6,R,4,Z,0,R,14,Z,0,Z,0,Z,0,R,0,R,12,R,12,Z,0,Z,0
484093,2,R,65,R,2,R,63,Z,0,Z,0,R,15,R,2,Z,0,R,41,R,2,R,5,Z,0,Z,0,R,47,R,16,R,2,Z,0
484093,12,R,1,Z,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0
484109,2,R,51,R,1,R,50,Z,0,Z,0,R,1,R,9,Z,0,R,40,R,1,Z,0,Z,0,Z,0,R,43,R,7,R,1,Z,0
484127,2,R,63,R,15,R,48,R,0,R,4,R,3,R,11,R,0,R,44,R,0,R,0,R,1,R,0,R,41,R,19,R,3,Z,0
484136,2,R,13,R,2,R,11,R,0,R,1,R,9,R,2,R,1,R,0,R,0,R,0,R,0,R,0,R,6,R,6,R,1,R,0
484136,12,R,14,R,0,R,14,R,0,R,0,R,7,R,3,R,1,R,0,R,0,R,3,R,0,R,0,R,6,R,4,R,4,R,0
484163,12,R,103,R,19,R,84,R,3,R,1,R,8,R,21,R,0,R,65,R,2,R,3,R,0,R,0,R,26,R,52,R,25,R,0
484172,12,R,53,R,13,R,40,R,0,R,0,R,0,R,53,R,0,R,0,R,0,R,0,R,0,Z,0,R,12,R,22,R,19,Z,0
484190,2,R,17,R,15,R,2,Z,0,R,0,R,15,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,6,R,10,R,1,R,0
484206,2,R,38,R,1,R,37,Z,0,R,7,Z,0,R,17,Z,0,R,11,R,3,Z,0,Z,0,R,0,R,23,R,13,R,2,R,0
484206,12,R,68,R,0,R,68,Z,0,R,7,R,2,R,31,R,1,R,16,R,5,R,6,Z,0,R,0,R,25,R,35,R,8,Z,0
484233,2,R,160,R,120,R,40,Z,0,Z,0,R,20,R,91,Z,0,R,46,R,3,Z,0,Z,0,Z,0,R,40,R,87,R,33,Z,0
484330,2,R,20,R,1,R,19,Z,0,Z,0,R,3,R,1,Z,0,R,15,R,1,Z,0,Z,0,Z,0,R,12,R,6,R,2,Z,0
484349,2,R,61,R,4,R,57,Z,0,Z,0,R,9,R,2,Z,0,R,48,R,1,R,1,Z,0,Z,0,R,20,R,28,R,13,Z,0
484358,2,R,63,R,4,R,59,Z,0,R,1,R,1,R,1,Z,0,R,52,R,8,Z,0,Z,0,R,1,R,18,R,34,R,10,Z,0
484367,2,R,167,R,13,R,154,R,1,R,8,R,3,R,125,Z,0,R,12,R,17,R,1,Z,0,R,0,R,79,R,75,R,13,R,0
484376,2,R,280,R,36,R,244,R,7,R,34,R,27,R,155,R,6,R,13,R,25,R,13,Z,0,R,0,R,129,R,129,R,22,R,0
484394,2,R,92,R,15,R,77,R,2,R,0,R,2,R,12,R,1,R,74,R,1,R,0,R,0,R,0,R,67,R,22,R,3,R,0
484473,3,R,9,R,6,R,3,R,0,R,1,R,1,R,2,R,0,R,5,R,0,R,0,R,0,R,0,R,5,R,4,R,0,R,0
484473,5,R,843,R,338,R,505,R,4,R,21,R,49,R,185,R,1,R,509,R,28,R,40,R,6,R,0,R,305,R,417,R,121,R,0
484604,2,R,206,R,7,R,199,R,2,R,2,R,131,R,42,R,1,R,15,R,11,R,2,R,0,Z,0,R,81,R,114,R,11,R,0
484604,12,R,264,R,5,R,259,R,2,R,3,R,158,R,52,R,0,R,29,R,17,R,3,R,0,Z,0,R,93,R,159,R,12,R,0
484613,3,R,3565,R,1291,R,2274,R,26,R,27,R,988,R,450,R,31,R,1010,R,107,R,925,R,1,Z,0,R,266,R,2201,R,1098,Z,0
484613,5,R,12924,R,4164,R,8760,R,109,R,260,R,2639,R,1704,R,108,R,3929,R,338,R,3827,R,10,Z,0,R,452,R,7591,R,4881,Z,0
484613,7,R,6539,R,1725,R,4814,R,50,R,173,R,1767,R,778,R,59,R,1850,R,160,R,1682,R,20,Z,0,R,93,R,3308,R,3138,Z,0
484613,9,R,356,R,109,R,247,R,2,R,5,R,167,R,21,R,3,R,80,R,4,R,74,Z,0,Z,0,Z,0,R,55,R,301,Z,0
484613,10,R,1106,R,338,R,768,R,7,R,20,R,351,R,126,R,8,R,291,R,32,R,267,R,4,Z,0,R,14,R,555,R,537,Z,0
484613,12,R,5343,R,1897,R,3446,R,48,R,85,R,1110,R,641,R,36,R,1571,R,152,R,1694,R,6,Z,0,R,352,R,3286,R,1705,Z,0
484631,5,R,951,R,594,R,357,R,2,R,40,R,86,R,227,R,11,R,143,R,26,R,414,R,2,Z,0,R,12,R,610,R,329,Z,0
484631,7,R,395,R,206,R,189,R,1,R,30,R,59,R,88,R,7,R,72,R,10,R,128,Z,0,Z,0,R,2,R,202,R,191,Z,0
484631,10,R,7,R,1,R,6,Z,0,R,1,R,4,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,Z,0
484631,12,R,271,R,180,R,91,Z,0,R,11,R,30,R,76,R,1,R,53,R,3,R,97,Z,0,Z,0,R,4,R,193,R,74,Z,0
484710,5,R,42,R,24,R,18,Z,0,Z,0,R,6,R,5,R,2,R,14,R,1,R,14,Z,0,Z,0,R,1,R,30,R,11,Z,0
484710,7,R,13,R,9,R,4,Z,0,Z,0,R,4,Z,0,Z,0,R,2,Z,0,R,7,Z,0,Z,0,Z,0,R,8,R,5,Z,0
484710,12,R,21,R,13,R,8,Z,0,R,1,R,5,R,2,R,1,R,6,Z,0,R,6,Z,0,Z,0,Z,0,R,14,R,7,Z,0
484756,5,R,72,R,41,R,31,Z,0,R,1,R,22,R,10,Z,0,R,10,R,1,R,28,Z,0,Z,0,R,1,R,42,R,29,Z,0
484756,7,R,35,R,20,R,15,Z,0,Z,0,R,11,R,5,Z,0,R,6,Z,0,R,13,Z,0,Z,0,Z,0,R,16,R,19,Z,0
484756,12,R,24,R,17,R,7,Z,0,Z,0,R,8,R,4,R,1,R,3,R,1,R,7,Z,0,Z,0,Z,0,R,17,R,7,Z,0
484826,2,R,12,R,0,R,12,R,0,R,1,R,2,R,0,R,0,R,9,R,0,R,0,R,0,R,0,R,4,R,7,R,1,R,0
484826,12,R,40,R,1,R,39,R,1,R,5,R,3,R,3,R,0,R,24,R,1,R,3,R,0,R,0,R,22,R,16,R,2,R,0
484835,2,R,64,R,13,R,51,Z,0,Z,0,Z,0,R,64,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,50,R,12,R,2,R,0
484835,3,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0
484835,5,R,25,R,5,R,20,Z,0,Z,0,Z,0,R,25,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,R,9,R,6,Z,0
484844,5,R,170,R,89,R,81,Z,0,R,5,Z,0,R,3,Z,0,R,13,R,5,Z,0,R,144,Z,0,R,159,R,11,Z,0,Z,0
484844,7,R,7,R,6,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,5,Z,0,Z,0,R,5,R,2,Z,0
484862,5,R,4,R,2,R,2,R,0,R,1,R,2,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,2,R,2,R,0
484862,7,R,5,R,1,R,4,R,0,R,0,R,3,R,1,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,3,R,2,R,0
484862,9,R,59,R,22,R,37,R,0,R,2,R,5,R,5,R,0,R,35,R,0,R,12,R,0,R,0,R,1,R,44,R,14,R,0
484871,5,R,14,R,14,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,14,Z,0,Z,0,Z,0,Z,0,R,14,Z,0,Z,0,Z,0
484899,2,R,27,R,1,R,26,R,3,R,0,R,0,R,8,R,0,R,14,R,2,R,0,R,0,R,0,R,15,R,10,R,2,R,0
484899,12,R,69,R,2,R,67,R,2,R,3,R,4,R,17,R,1,R,29,R,9,R,4,R,0,R,0,R,46,R,21,R,2,R,0
484905,5,R,792,R,225,R,567,R,3,R,16,R,230,R,397,R,0,R,78,R,15,R,3,R,50,R,0,R,350,R,333,R,109,R,0
484905,7,R,173,R,39,R,134,R,0,R,4,R,64,R,65,R,0,R,32,R,3,R,0,R,5,R,0,R,12,R,110,R,51,R,0
484905,9,R,102,R,51,R,51,R,1,R,9,R,11,R,19,R,0,R,53,R,6,R,2,R,1,R,0,R,48,R,39,R,15,R,0
484923,12,R,69,R,1,R,68,R,0,R,4,R,13,R,20,R,0,R,31,R,1,R,0,R,0,R,0,R,23,R,38,R,8,R,0
484932,2,R,25,R,11,R,14,Z,0,Z,0,Z,0,R,1,Z,0,R,23,Z,0,R,1,Z,0,Z,0,R,13,R,8,R,4,Z,0
484932,3,R,319,R,106,R,213,R,4,R,4,R,8,R,7,Z,0,R,293,Z,0,R,3,Z,0,Z,0,R,162,R,115,R,42,Z,0
484950,2,R,26,R,5,R,21,Z,0,Z,0,R,1,R,6,Z,0,R,17,R,2,Z,0,Z,0,Z,0,R,14,R,12,Z,0,Z,0
484950,11,R,5,Z,0,R,5,R,1,Z,0,Z,0,Z,0,Z,0,R,4,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,4,Z,0
484950,12,R,56,Z,0,R,56,R,1,Z,0,R,1,R,8,Z,0,R,43,R,1,R,2,Z,0,Z,0,R,24,R,26,R,6,Z,0
484996,2,R,33,R,1,R,32,Z,0,R,3,R,5,R,24,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,7,R,21,R,5,Z,0
484996,12,R,30,Z,0,R,30,Z,0,R,5,R,5,R,19,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,6,R,20,R,4,Z,0
485014,2,R,35,R,2,R,33,R,0,R,2,R,18,R,3,R,0,R,10,R,2,R,0,R,0,R,0,R,12,R,22,R,1,R,0
485032,2,R,57,R,1,R,56,Z,0,Z,0,R,21,R,2,R,1,R,28,R,3,R,2,Z,0,Z,0,R,29,R,28,Z,0,Z,0
485111,3,R,1940,R,652,R,1288,R,69,R,44,R,759,R,152,R,9,R,876,R,2,R,17,R,12,R,58,R,1270,R,479,R,133,R,0
485111,5,R,52,R,20,R,32,R,1,R,1,R,23,R,1,R,0,R,26,R,0,R,0,R,0,R,0,R,4,R,32,R,16,R,0
485139,2,R,32,R,26,R,6,R,0,R,1,R,18,R,5,R,0,R,7,R,1,R,0,R,0,R,0,R,14,R,15,R,3,R,0
485139,3,R,60,R,46,R,14,R,1,R,1,R,25,R,16,R,0,R,14,R,3,R,0,R,0,R,0,R,29,R,27,R,4,R,0
485166,2,R,12,R,1,R,11,R,1,R,0,R,1,R,0,R,0,R,10,R,0,R,0,R,0,R,0,R,8,R,4,R,0,R,0
485166,11,R,22,R,0,R,22,R,0,R,1,R,0,R,4,R,0,R,17,R,0,R,0,R,0,R,0,R,16,R,5,R,1,R,0
485166,12,R,10,R,3,R,7,R,0,R,0,R,1,R,3,R,0,R,6,R,0,R,0,R,0,R,0,R,6,R,4,R,0,R,0
485236,2,R,14,R,0,R,14,R,0,R,0,R,4,R,1,R,1,R,8,R,0,R,0,R,0,R,0,R,6,R,6,R,2,R,0
485236,11,R,6,R,0,R,6,R,0,R,0,R,1,R,0,R,0,R,5,R,0,R,0,R,0,R,0,R,1,R,4,R,1,R,0
485236,12,R,52,R,0,R,52,R,0,R,0,R,26,R,1,R,0,R,24,R,1,R,0,R,0,R,0,R,13,R,33,R,6,R,0
485272,3,R,1,Z,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0
485272,5,R,278,R,40,R,238,Z,0,R,7,R,31,R,192,Z,0,R,29,R,17,R,2,R,0,Z,0,R,82,R,183,R,13,Z,0
485306,2,R,11,R,2,R,9,Z,0,Z,0,Z,0,R,2,R,1,R,7,R,1,Z,0,Z,0,Z,0,R,6,R,5,Z,0,Z,0
485306,12,R,13,R,0,R,13,Z,0,Z,0,Z,0,R,2,R,0,R,11,R,0,Z,0,Z,0,Z,0,R,7,R,6,Z,0,Z,0
485342,2,R,13,R,10,R,3,R,0,R,0,R,3,R,4,R,0,R,5,R,1,R,0,R,0,R,0,R,8,R,4,R,1,R,0
485342,12,R,286,R,158,R,128,R,0,R,4,R,38,R,102,R,1,R,131,R,10,R,0,R,0,R,72,R,144,R,68,R,2,R,0
485360,2,R,22,R,1,R,21,Z,0,R,5,R,9,R,7,Z,0,R,1,Z,0,Z,0,Z,0,R,0,R,0,R,18,R,4,Z,0
485379,2,R,86,R,35,R,51,Z,0,R,1,R,25,R,48,Z,0,R,1,Z,0,R,11,Z,0,Z,0,R,37,R,38,R,11,Z,0
485379,11,R,75,R,2,R,73,Z,0,Z,0,R,16,R,31,Z,0,R,2,Z,0,R,25,R,1,Z,0,R,39,R,28,R,8,Z,0
485379,12,R,95,R,3,R,92,Z,0,R,2,R,24,R,41,Z,0,R,5,Z,0,R,23,Z,0,Z,0,R,30,R,50,R,15,Z,0
485388,2,R,49,R,12,R,37,Z,0,Z,0,R,18,R,27,Z,0,R,3,R,1,Z,0,Z,0,Z,0,R,21,R,25,R,3,Z,0
485388,11,R,82,Z,0,R,82,Z,0,R,1,R,24,R,41,R,1,R,14,Z,0,R,1,Z,0,Z,0,R,36,R,40,R,6,Z,0
485388,12,R,151,R,4,R,147,Z,0,Z,0,R,45,R,80,R,5,R,17,R,4,Z,0,Z,0,Z,0,R,56,R,80,R,15,Z,0
485397,2,R,48,R,4,R,44,R,0,R,0,R,43,R,2,R,0,R,0,R,0,R,3,R,0,R,0,R,15,R,26,R,7,R,0
485403,7,R,45,R,24,R,21,R,0,R,6,R,3,R,10,R,1,R,23,R,2,R,0,R,0,R,0,R,0,R,40,R,5,R,0
485412,2,R,24,R,5,R,19,Z,0,Z,0,R,1,R,15,Z,0,R,8,Z,0,Z,0,Z,0,Z,0,R,11,R,9,R,4,Z,0
485412,11,R,2,R,0,R,2,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0
485412,12,R,35,Z,0,R,35,R,1,R,3,R,2,R,19,Z,0,R,8,R,2,Z,0,R,0,Z,0,R,11,R,19,R,5,Z,0
485458,2,R,254,R,66,R,188,R,1,R,5,R,52,R,6,R,0,R,182,R,8,R,0,R,0,R,2,R,94,R,124,R,34,R,0
485458,3,R,124,R,28,R,96,R,0,R,3,R,21,R,6,R,0,R,91,R,2,R,0,R,1,R,1,R,39,R,66,R,18,R,0
